order_id,business_id,rider_id,flour_id,order_date,total_amount,quantity_bags,price_per_bag,payment_method,order_status
ORD-983791,BIZ-1045,2,4,2025-10-15,340000.0,34,10000.0,Bank Transfer,Cancelled
ORD-593446,BIZ-1038,3,2,2025-10-20,220000.0,22,10000.0,Cash,Delivered
ORD-108574,BIZ-1047,1,3,2025-10-09,231000.0,22,10500.0,Bank Transfer,Cancelled
ORD-551860,BIZ-1000,2,4,2025-10-26,80000.0,8,10000.0,Cash,Pending
ORD-377319,BIZ-1052,1,5,2025-10-05,63000.0,6,10000.0,Cash,Pending
ORD-900961,BIZ-1051,1,4,2025-10-22,140000.0,14,10000.0,Cash,Delivered
ORD-147440,BIZ-1042,4,4,2025-10-13,123500.0,13,9500.0,Cash,Cancelled
ORD-697983,BIZ-1043,2,3,2025-10-13,98000.0,10,9800.0,POS,Cancelled
ORD-480133,BIZ-1046,1,4,2025-10-17,200000.0,20,10000.0,POS,Cancelled
ORD-177103,BIZ-1012,3,3,2025-10-17,88200.0,9,9800.0,Cash,Cancelled
ORD-572230,BIZ-1033,3,5,2025-10-12,323000.0,34,9500.0,Bank Transfer,Cancelled
ORD-393308,BIZ-1032,2,3,2025-10-23,370500.0,39,9500.0,Bank Transfer,Delivered
ORD-753516,BIZ-1031,3,5,2025-10-25,340000.0,34,10000.0,POS,Delivered
ORD-224582,BIZ-1060,1,5,2025-10-21,205800.0,21,9800.0,Cash,Cancelled
ORD-201377,BIZ-1030,3,5,2025-10-04,220500.0,21,10500.0,Bank Transfer,Delivered
ORD-933510,BIZ-1005,3,4,2025-10-12,171000.0,18,9500.0,Bank Transfer,Cancelled
ORD-684929,BIZ-1031,2,2,2025-10-30,230000.0,23,10000.0,POS,Pending
ORD-891638,BIZ-1033,1,4,2025-10-29,362600.0,37,9800.0,Cash,Cancelled
ORD-731728,BIZ-1032,3,2,2025-10-05,231000.0,22,10500.0,Bank Transfer,Pending
ORD-624369,BIZ-1028,4,4,2025-10-16,38000.0,4,9500.0,Bank Transfer,Pending
ORD-140804,BIZ-1011,4,5,2025-10-02,254800.0,26,9800.0,Cash,Pending
ORD-449218,BIZ-1004,4,2,2025-10-05,123500.0,13,9500.0,Bank Transfer,Cancelled
ORD-644559,BIZ-1055,4,5,2025-10-25,285000.0,30,9500.0,POS,Cancelled
ORD-735710,BIZ-1020,1,2,2025-10-14,315000.0,30,10500.0,Bank Transfer,Cancelled
ORD-246570,BIZ-1041,4,2,2025-10-27,170000.0,17,10000.0,POS,Cancelled
ORD-742848,BIZ-1021,4,3,2025-10-10,220000.0,22,10000.0,Bank Transfer,Delivered
ORD-512042,BIZ-1052,2,3,2025-10-10,294500.0,31,9500.0,Cash,Delivered
ORD-875232,BIZ-1019,1,4,2025-10-30,190000.0,19,10000.0,Cash,Cancelled
ORD-722565,BIZ-1001,3,5,2025-10-26,70000.0,7,10000.0,POS,Pending
ORD-968524,BIZ-1032,1,2,2025-10-11,273000.0,26,10000.0,POS,Delivered
ORD-613641,BIZ-1007,3,5,2025-10-16,325500.0,31,10500.0,Bank Transfer,Cancelled
ORD-414353,BIZ-1028,4,5,2025-10-22,399000.0,38,10500.0,POS,Cancelled
ORD-117445,BIZ-1053,3,3,2025-10-15,156800.0,16,9800.0,Bank Transfer,Cancelled
ORD-806537,BIZ-1060,2,4,2025-10-12,409500.0,39,10500.0,Cash,Delivered
ORD-536774,BIZ-1039,3,4,2025-10-04,210000.0,20,10000.0,POS,Cancelled
ORD-935457,BIZ-1032,4,4,2025-10-18,250000.0,25,10000.0,Bank Transfer,Delivered
ORD-821466,BIZ-1006,1,2,2025-10-27,85500.0,9,9500.0,Cash,Cancelled
ORD-725905,BIZ-1002,4,2,2025-10-19,199500.0,19,10500.0,Bank Transfer,Cancelled
ORD-787436,BIZ-1055,2,1,2025-10-15,210000.0,21,10000.0,POS,Pending
ORD-913864,BIZ-1050,4,2,2025-10-24,57000.0,6,9500.0,Cash,Delivered
ORD-338596,BIZ-1037,3,5,2025-10-18,228000.0,24,9500.0,Bank Transfer,Pending
ORD-711868,BIZ-1046,4,3,2025-10-22,19600.0,2,9800.0,POS,Pending
ORD-649697,BIZ-1043,4,3,2025-10-15,262500.0,25,10500.0,POS,Delivered
ORD-749840,BIZ-1020,1,2,2025-10-19,126000.0,12,10500.0,POS,Pending
ORD-498658,BIZ-1060,1,5,2025-10-24,252000.0,24,10500.0,POS,Delivered
ORD-813793,BIZ-1045,3,4,2025-10-05,85500.0,9,9500.0,Bank Transfer,Cancelled
ORD-700383,BIZ-1013,1,4,2025-10-08,336000.0,32,10500.0,Bank Transfer,Cancelled
ORD-215233,BIZ-1043,4,2,2025-10-29,283500.0,27,10500.0,Cash,Cancelled
ORD-562462,BIZ-1022,4,5,2025-10-06,294000.0,28,10500.0,Bank Transfer,Delivered
ORD-258787,BIZ-1042,4,2,2025-10-10,266000.0,28,9500.0,POS,Cancelled
ORD-313795,BIZ-1035,2,4,2025-10-13,189000.0,18,10500.0,Bank Transfer,Cancelled
ORD-912617,BIZ-1031,3,3,2025-10-13,310000.0,31,10000.0,POS,Delivered
ORD-594514,BIZ-1030,4,4,2025-10-19,100000.0,10,10000.0,POS,Cancelled
ORD-871581,BIZ-1030,4,4,2025-10-27,58800.0,6,9800.0,POS,Cancelled
ORD-840058,BIZ-1036,3,5,2025-10-22,350000.0,35,10000.0,POS,Delivered
ORD-317413,BIZ-1015,4,1,2025-10-05,325500.0,31,10500.0,Cash,Pending
ORD-794395,BIZ-1045,1,4,2025-10-17,190000.0,19,10000.0,POS,Cancelled
ORD-495129,BIZ-1028,3,3,2025-10-15,200000.0,20,10000.0,POS,Delivered
ORD-281594,BIZ-1035,2,4,2025-10-10,351500.0,37,9500.0,Cash,Pending
ORD-659024,BIZ-1014,3,5,2025-10-14,58800.0,6,9800.0,Cash,Delivered
ORD-471496,BIZ-1030,2,1,2025-10-11,400000.0,40,10000.0,Bank Transfer,Cancelled
ORD-855944,BIZ-1019,1,3,2025-10-21,78400.0,8,9800.0,Cash,Delivered
ORD-942690,BIZ-1050,4,2,2025-10-21,166600.0,17,9800.0,POS,Delivered
ORD-739711,BIZ-1018,1,1,2025-10-21,209000.0,22,9500.0,Cash,Pending
ORD-358494,BIZ-1005,4,2,2025-10-15,245000.0,25,9800.0,Bank Transfer,Cancelled
ORD-412999,BIZ-1056,2,4,2025-10-09,218500.0,23,9500.0,Bank Transfer,Delivered
ORD-412071,BIZ-1056,4,5,2025-10-07,315000.0,30,10500.0,Cash,Cancelled
ORD-839142,BIZ-1060,4,1,2025-10-24,343000.0,35,9800.0,Cash,Pending
ORD-839233,BIZ-1053,3,5,2025-10-07,105000.0,10,10500.0,Cash,Pending
ORD-603110,BIZ-1042,3,5,2025-10-15,199500.0,21,9500.0,Cash,Cancelled
ORD-934042,BIZ-1059,2,5,2025-10-11,180000.0,18,10000.0,Bank Transfer,Pending
ORD-401769,BIZ-1004,4,2,2025-10-22,399000.0,38,10500.0,POS,Cancelled
ORD-809489,BIZ-1007,2,2,2025-10-04,372400.0,38,9800.0,Cash,Cancelled
ORD-513697,BIZ-1029,3,4,2025-10-17,9500.0,1,9500.0,Cash,Delivered
ORD-910616,BIZ-1034,4,5,2025-10-25,323000.0,34,9500.0,Bank Transfer,Cancelled
ORD-404561,BIZ-1053,1,4,2025-10-25,190000.0,19,10000.0,Bank Transfer,Cancelled
ORD-848831,BIZ-1007,1,4,2025-10-02,57000.0,6,9500.0,POS,Delivered
ORD-563864,BIZ-1029,4,2,2025-10-03,58800.0,6,9800.0,Bank Transfer,Cancelled
ORD-883641,BIZ-1037,2,3,2025-10-20,120000.0,12,10000.0,POS,Delivered
ORD-311883,BIZ-1010,4,1,2025-10-15,300000.0,30,10000.0,Cash,Delivered
ORD-384303,BIZ-1007,3,3,2025-10-25,50000.0,5,10000.0,Cash,Pending
ORD-829988,BIZ-1026,2,2,2025-10-28,40000.0,4,10000.0,Cash,Delivered
ORD-214532,BIZ-1030,4,2,2025-10-09,313600.0,32,9800.0,POS,Pending
ORD-715336,BIZ-1006,4,2,2025-10-19,68600.0,7,9800.0,POS,Cancelled
ORD-153231,BIZ-1033,2,4,2025-10-08,73500.0,7,10500.0,Bank Transfer,Delivered
ORD-656837,BIZ-1052,4,4,2025-10-21,50000.0,5,10000.0,Cash,Delivered
ORD-344146,BIZ-1018,4,5,2025-10-07,9500.0,1,9500.0,Bank Transfer,Cancelled
ORD-533377,BIZ-1043,3,3,2025-10-02,231000.0,22,10500.0,Cash,Pending
ORD-595351,BIZ-1033,1,1,2025-10-10,247000.0,26,9500.0,Cash,Cancelled
ORD-908206,BIZ-1006,2,5,2025-10-04,294500.0,31,9500.0,POS,Pending
ORD-677086,BIZ-1015,3,5,2025-10-05,247000.0,26,10000.0,POS,Pending
ORD-265613,BIZ-1057,2,2,2025-10-30,63000.0,6,10500.0,Bank Transfer,Cancelled
ORD-598807,BIZ-1041,1,5,2025-10-13,31500.0,3,10500.0,POS,Pending
ORD-309144,BIZ-1031,4,4,2025-10-15,70000.0,7,10000.0,POS,Pending
ORD-401198,BIZ-1016,3,2,2025-10-23,127400.0,13,9800.0,Bank Transfer,Cancelled
ORD-777273,BIZ-1018,4,3,2025-10-10,372400.0,38,9800.0,Bank Transfer,Cancelled
ORD-906066,BIZ-1028,4,4,2025-10-02,210000.0,20,10500.0,Bank Transfer,Pending
ORD-702022,BIZ-1052,3,3,2025-10-03,40000.0,4,10000.0,Bank Transfer,Delivered
ORD-874568,BIZ-1038,1,2,2025-10-07,357000.0,34,10500.0,Bank Transfer,Delivered
ORD-139110,BIZ-1053,3,3,2025-10-22,105000.0,10,10500.0,POS,Delivered
ORD-283568,BIZ-1007,3,2,2025-10-28,156800.0,16,9800.0,POS,Delivered
ORD-978292,BIZ-1028,4,2,2025-10-13,190000.0,20,9500.0,POS,Delivered
ORD-138105,BIZ-1041,4,2,2025-10-06,66500.0,7,9500.0,Bank Transfer,Delivered
ORD-516278,BIZ-1060,4,5,2025-10-30,280000.0,28,10000.0,Bank Transfer,Cancelled
ORD-295361,BIZ-1023,2,1,2025-10-24,362600.0,37,9800.0,Bank Transfer,Cancelled
ORD-403528,BIZ-1060,3,4,2025-10-29,120000.0,12,10000.0,Cash,Delivered
ORD-109717,BIZ-1007,2,2,2025-10-27,264600.0,27,9800.0,Cash,Delivered
ORD-732063,BIZ-1033,1,4,2025-10-09,361000.0,38,9500.0,POS,Cancelled
ORD-451317,BIZ-1031,3,1,2025-10-04,245000.0,25,9800.0,Bank Transfer,Delivered
ORD-772464,BIZ-1039,3,5,2025-10-09,9800.0,1,9800.0,Cash,Cancelled
ORD-617904,BIZ-1014,1,2,2025-10-17,303800.0,31,9800.0,POS,Pending
ORD-240718,BIZ-1032,4,2,2025-10-27,357000.0,34,10500.0,Bank Transfer,Cancelled
ORD-590755,BIZ-1052,4,1,2025-10-26,29400.0,3,9800.0,POS,Pending
ORD-948102,BIZ-1058,3,2,2025-10-09,241500.0,23,10500.0,Bank Transfer,Delivered
ORD-270387,BIZ-1012,2,1,2025-10-04,323000.0,34,9500.0,Cash,Cancelled
ORD-779776,BIZ-1055,3,2,2025-10-22,140000.0,14,10000.0,Bank Transfer,Delivered
ORD-295243,BIZ-1009,1,2,2025-10-08,325500.0,31,10500.0,POS,Delivered
ORD-453487,BIZ-1057,2,2,2025-10-01,40000.0,4,10000.0,Cash,Pending
ORD-695361,BIZ-1018,3,4,2025-10-24,231000.0,22,10500.0,POS,Delivered
ORD-302544,BIZ-1053,1,4,2025-10-21,343000.0,35,10000.0,Cash,Cancelled
ORD-997734,BIZ-1005,1,3,2025-10-06,76000.0,8,9500.0,POS,Cancelled
ORD-525187,BIZ-1016,1,5,2025-10-20,220500.0,21,10500.0,Bank Transfer,Delivered
ORD-640310,BIZ-1016,3,2,2025-10-25,205800.0,21,9800.0,POS,Pending
ORD-520304,BIZ-1060,1,4,2025-10-10,136500.0,13,10500.0,Cash,Cancelled
ORD-293757,BIZ-1058,4,2,2025-10-21,304000.0,32,9500.0,Bank Transfer,Cancelled
ORD-600646,BIZ-1007,4,5,2025-10-30,294000.0,30,9800.0,Bank Transfer,Pending
ORD-360096,BIZ-1051,2,1,2025-10-10,130000.0,13,10000.0,Cash,Delivered
ORD-502206,BIZ-1038,2,2,2025-10-01,28500.0,3,9500.0,Bank Transfer,Pending
ORD-890371,BIZ-1023,1,5,2025-10-08,315000.0,30,10500.0,Bank Transfer,Pending
ORD-445637,BIZ-1011,1,2,2025-10-09,382200.0,39,9800.0,Bank Transfer,Pending
ORD-857997,BIZ-1050,1,3,2025-10-10,357000.0,34,10500.0,Cash,Pending
ORD-374258,BIZ-1018,1,2,2025-10-18,10500.0,1,10500.0,Cash,Pending
ORD-826420,BIZ-1014,1,4,2025-10-20,372400.0,38,9800.0,Cash,Delivered
ORD-800224,BIZ-1046,3,3,2025-10-08,31500.0,3,10500.0,POS,Pending
ORD-421709,BIZ-1037,4,3,2025-10-04,294500.0,31,9500.0,Bank Transfer,Delivered
ORD-819400,BIZ-1011,4,2,2025-10-05,342000.0,36,10000.0,Bank Transfer,Pending
ORD-837733,BIZ-1007,3,4,2025-10-16,186200.0,19,9800.0,Cash,Cancelled
ORD-823821,BIZ-1004,4,1,2025-10-24,196000.0,20,9800.0,Cash,Pending
ORD-409369,BIZ-1061,1,5,2025-10-04,94500.0,9,10500.0,POS,Pending
ORD-331577,BIZ-1023,4,5,2025-10-12,9500.0,1,9500.0,POS,Delivered
ORD-240057,BIZ-1036,2,2,2025-10-07,199500.0,19,10500.0,POS,Delivered
ORD-577079,BIZ-1006,3,5,2025-10-15,400000.0,40,10000.0,Bank Transfer,Delivered
ORD-735163,BIZ-1031,4,4,2025-10-23,250000.0,25,10000.0,Cash,Pending
ORD-836038,BIZ-1000,1,2,2025-10-12,114000.0,12,9500.0,Cash,Delivered
ORD-593699,BIZ-1030,4,2,2025-10-17,332500.0,35,9500.0,POS,Delivered
ORD-940952,BIZ-1026,2,3,2025-10-23,210000.0,21,10000.0,Cash,Delivered
ORD-329021,BIZ-1028,2,3,2025-10-20,50000.0,5,10000.0,Cash,Cancelled
ORD-813390,BIZ-1006,4,5,2025-10-23,323000.0,34,9500.0,Cash,Cancelled
ORD-925618,BIZ-1004,1,3,2025-10-23,228000.0,24,9500.0,Bank Transfer,Delivered
ORD-568449,BIZ-1000,2,4,2025-10-03,254800.0,26,9800.0,Bank Transfer,Delivered
ORD-479358,BIZ-1021,1,3,2025-10-16,171000.0,18,9500.0,Bank Transfer,Delivered
ORD-691573,BIZ-1023,2,3,2025-10-03,323000.0,34,9500.0,POS,Cancelled
ORD-969032,BIZ-1058,2,3,2025-10-04,94500.0,9,10500.0,Cash,Cancelled
ORD-630041,BIZ-1035,1,4,2025-10-17,20000.0,2,10000.0,Bank Transfer,Delivered
ORD-662728,BIZ-1027,4,5,2025-10-07,340000.0,34,10000.0,POS,Cancelled
ORD-444056,BIZ-1051,4,3,2025-10-05,220500.0,21,10500.0,Cash,Cancelled
ORD-563303,BIZ-1006,1,5,2025-10-26,90000.0,9,10000.0,Bank Transfer,Pending
ORD-315379,BIZ-1026,3,2,2025-10-04,240000.0,24,10000.0,Cash,Pending
ORD-612573,BIZ-1047,1,5,2025-10-22,294000.0,30,9800.0,Bank Transfer,Delivered
ORD-635167,BIZ-1016,1,4,2025-10-03,98000.0,10,9800.0,Bank Transfer,Pending
ORD-158338,BIZ-1056,4,5,2025-10-14,362600.0,37,9800.0,Cash,Delivered
ORD-638179,BIZ-1015,2,5,2025-10-14,133000.0,14,9500.0,Bank Transfer,Pending
ORD-691303,BIZ-1060,2,4,2025-10-13,284200.0,29,10000.0,Bank Transfer,Pending
ORD-584838,BIZ-1059,4,1,2025-10-02,313600.0,32,9800.0,Bank Transfer,Delivered
ORD-423139,BIZ-1025,2,3,2025-10-21,350000.0,35,10000.0,Cash,Cancelled
ORD-515182,BIZ-1041,2,4,2025-10-22,105000.0,10,10500.0,POS,Pending
ORD-103161,BIZ-1027,3,5,2025-10-08,29400.0,3,9800.0,Bank Transfer,Pending
ORD-706403,BIZ-1035,4,5,2025-10-23,392000.0,40,9800.0,Bank Transfer,Pending
ORD-544278,BIZ-1009,1,5,2025-10-03,39200.0,4,9800.0,Bank Transfer,Delivered
ORD-166857,BIZ-1000,3,1,2025-10-11,63000.0,6,10500.0,Bank Transfer,Pending
ORD-163182,BIZ-1053,2,3,2025-10-17,199500.0,21,9500.0,Bank Transfer,Cancelled
ORD-172371,BIZ-1034,4,5,2025-10-29,280000.0,28,10000.0,Bank Transfer,Pending
ORD-595002,BIZ-1049,2,3,2025-10-30,230000.0,23,10000.0,POS,Delivered
ORD-528728,BIZ-1016,4,3,2025-10-01,147000.0,14,10500.0,Cash,Delivered
ORD-242007,BIZ-1057,1,4,2025-10-06,294000.0,28,10500.0,Bank Transfer,Delivered
ORD-864715,BIZ-1031,2,4,2025-10-23,210000.0,20,10500.0,POS,Pending
ORD-540781,BIZ-1035,4,5,2025-10-20,57000.0,6,9500.0,Cash,Delivered
ORD-501058,BIZ-1061,1,2,2025-10-12,378000.0,36,10500.0,Bank Transfer,Pending
ORD-495833,BIZ-1060,3,5,2025-10-14,199500.0,19,10500.0,POS,Pending
ORD-815894,BIZ-1005,1,4,2025-10-12,336000.0,32,10500.0,Bank Transfer,Delivered
ORD-665497,BIZ-1054,4,4,2025-10-29,170000.0,17,10000.0,POS,Cancelled
ORD-464663,BIZ-1022,1,3,2025-10-04,199500.0,19,10500.0,POS,Cancelled
ORD-663356,BIZ-1052,3,5,2025-10-04,152000.0,16,9500.0,Cash,Delivered
ORD-233533,BIZ-1058,4,3,2025-10-12,390000.0,39,10000.0,Cash,Cancelled
ORD-333507,BIZ-1044,2,4,2025-10-22,294500.0,31,9500.0,Cash,Delivered
ORD-892911,BIZ-1048,1,5,2025-10-26,361000.0,38,9500.0,Cash,Cancelled
ORD-412856,BIZ-1052,1,4,2025-10-01,90000.0,9,10000.0,Cash,Pending
ORD-854024,BIZ-1035,3,5,2025-10-14,270000.0,27,10000.0,Cash,Cancelled
ORD-657772,BIZ-1046,1,4,2025-10-17,49000.0,5,9800.0,POS,Delivered
ORD-340820,BIZ-1041,2,5,2025-10-12,350000.0,35,10000.0,Cash,Cancelled
ORD-462974,BIZ-1000,2,2,2025-10-08,228000.0,24,10000.0,Bank Transfer,Delivered
ORD-297636,BIZ-1012,2,3,2025-10-05,340000.0,34,10000.0,Cash,Pending
ORD-860242,BIZ-1003,1,2,2025-10-29,104500.0,11,9500.0,POS,Delivered
ORD-133782,BIZ-1056,4,1,2025-10-23,123500.0,13,9500.0,Bank Transfer,Delivered
ORD-539605,BIZ-1007,4,5,2025-10-25,85500.0,9,9500.0,Cash,Cancelled
ORD-116405,BIZ-1054,4,5,2025-10-19,235200.0,24,9800.0,Bank Transfer,Cancelled
ORD-170559,BIZ-1000,3,2,2025-10-08,190000.0,20,9500.0,Bank Transfer,Cancelled
ORD-135207,BIZ-1012,2,1,2025-10-04,98000.0,10,9800.0,Bank Transfer,Delivered
ORD-804667,BIZ-1059,3,4,2025-10-14,63000.0,6,10500.0,Bank Transfer,Pending
ORD-151040,BIZ-1006,1,4,2025-10-22,266000.0,28,9500.0,Bank Transfer,Cancelled
ORD-146385,BIZ-1030,4,4,2025-10-08,313500.0,33,9500.0,Cash,Delivered
ORD-345722,BIZ-1060,3,4,2025-10-13,50000.0,5,10000.0,Bank Transfer,Cancelled
ORD-891030,BIZ-1040,1,5,2025-10-17,137200.0,14,10000.0,Bank Transfer,Delivered
ORD-159185,BIZ-1024,2,1,2025-10-26,100000.0,10,10000.0,Bank Transfer,Cancelled
ORD-403314,BIZ-1009,3,4,2025-10-05,392000.0,40,9800.0,POS,Delivered
ORD-867051,BIZ-1044,1,5,2025-10-08,333200.0,34,9800.0,Bank Transfer,Cancelled
ORD-705526,BIZ-1053,1,3,2025-10-18,9500.0,1,9500.0,Cash,Cancelled
ORD-805200,BIZ-1008,4,4,2025-10-18,372400.0,38,9800.0,Bank Transfer,Pending
ORD-348411,BIZ-1038,1,2,2025-10-25,262500.0,25,10500.0,Cash,Delivered
ORD-250219,BIZ-1012,4,4,2025-10-10,199500.0,21,9500.0,POS,Delivered
ORD-646571,BIZ-1021,2,4,2025-10-30,320000.0,32,10000.0,Bank Transfer,Pending
ORD-415098,BIZ-1060,4,5,2025-10-07,304000.0,32,9500.0,Cash,Cancelled
ORD-683761,BIZ-1036,1,3,2025-10-09,210000.0,20,10500.0,Cash,Pending
ORD-870925,BIZ-1016,4,5,2025-10-29,123500.0,13,9500.0,Bank Transfer,Delivered
ORD-756401,BIZ-1036,4,3,2025-10-28,304000.0,32,9500.0,POS,Cancelled
ORD-682851,BIZ-1029,1,3,2025-10-21,57000.0,6,9500.0,Cash,Cancelled
ORD-461145,BIZ-1048,1,4,2025-10-15,361000.0,38,9500.0,Cash,Delivered
ORD-803953,BIZ-1019,4,4,2025-10-29,215600.0,22,9800.0,Bank Transfer,Pending
ORD-649939,BIZ-1014,2,3,2025-10-12,320000.0,32,10000.0,Cash,Pending
ORD-536548,BIZ-1039,4,5,2025-10-10,409500.0,39,10500.0,Bank Transfer,Pending
ORD-414455,BIZ-1013,2,3,2025-10-13,66500.0,7,9500.0,Cash,Delivered
ORD-891062,BIZ-1043,3,4,2025-10-12,85500.0,9,9500.0,Bank Transfer,Pending
ORD-352673,BIZ-1019,4,5,2025-10-17,19600.0,2,9800.0,Bank Transfer,Pending
ORD-415344,BIZ-1049,3,3,2025-10-26,380000.0,40,9500.0,Cash,Delivered
ORD-251363,BIZ-1034,4,5,2025-10-26,199500.0,19,10500.0,POS,Pending
ORD-160423,BIZ-1046,3,3,2025-10-25,332500.0,35,9500.0,Bank Transfer,Pending
ORD-536740,BIZ-1009,4,3,2025-10-17,290000.0,29,10000.0,Cash,Delivered
ORD-240606,BIZ-1043,2,2,2025-10-17,29400.0,3,9800.0,Cash,Pending
ORD-367382,BIZ-1056,4,3,2025-10-12,90000.0,9,10000.0,Bank Transfer,Cancelled
ORD-778120,BIZ-1004,4,2,2025-10-07,336000.0,32,10500.0,POS,Delivered
ORD-571635,BIZ-1035,4,3,2025-10-03,260000.0,26,10000.0,POS,Cancelled
ORD-196955,BIZ-1006,2,4,2025-10-26,230000.0,23,10000.0,Bank Transfer,Cancelled
ORD-969695,BIZ-1026,2,5,2025-10-17,29400.0,3,9800.0,POS,Cancelled
ORD-381502,BIZ-1005,4,4,2025-10-06,20000.0,2,10000.0,Cash,Pending
ORD-734356,BIZ-1048,2,1,2025-10-12,241500.0,23,10500.0,POS,Delivered
ORD-176319,BIZ-1048,2,4,2025-10-19,156800.0,16,9800.0,POS,Delivered
ORD-898696,BIZ-1061,2,2,2025-10-06,190000.0,20,9500.0,Bank Transfer,Cancelled
ORD-804066,BIZ-1050,4,3,2025-10-18,199500.0,21,9500.0,POS,Cancelled
ORD-602681,BIZ-1032,3,3,2025-10-17,270000.0,27,10000.0,POS,Delivered
ORD-449138,BIZ-1024,4,5,2025-10-07,220500.0,21,10500.0,POS,Delivered
ORD-116078,BIZ-1023,1,5,2025-10-10,304000.0,32,9500.0,Cash,Cancelled
ORD-299254,BIZ-1022,2,5,2025-10-07,215600.0,22,9800.0,Cash,Delivered
ORD-223014,BIZ-1049,1,5,2025-10-29,304000.0,32,9500.0,Cash,Delivered
ORD-890973,BIZ-1050,1,4,2025-10-23,210000.0,20,10500.0,POS,Cancelled
ORD-354377,BIZ-1026,2,4,2025-10-15,70000.0,7,10000.0,POS,Cancelled
ORD-837954,BIZ-1051,1,5,2025-10-21,325500.0,31,10500.0,Bank Transfer,Cancelled
ORD-350956,BIZ-1036,4,5,2025-10-07,200000.0,20,10000.0,Bank Transfer,Pending
ORD-913185,BIZ-1048,4,2,2025-10-17,260000.0,26,10000.0,Bank Transfer,Cancelled
ORD-588899,BIZ-1028,4,2,2025-10-09,333200.0,34,9800.0,POS,Cancelled
ORD-476710,BIZ-1007,4,4,2025-10-17,300000.0,30,10000.0,POS,Delivered
ORD-477114,BIZ-1028,1,2,2025-10-10,252000.0,24,10500.0,Bank Transfer,Cancelled
ORD-621433,BIZ-1030,4,5,2025-10-16,210000.0,20,10500.0,Bank Transfer,Cancelled
ORD-941814,BIZ-1011,2,5,2025-10-14,147000.0,14,10500.0,POS,Delivered
ORD-592296,BIZ-1014,4,2,2025-10-30,166600.0,17,9800.0,Bank Transfer,Delivered
ORD-435788,BIZ-1057,1,5,2025-10-23,123500.0,13,9500.0,Cash,Pending
ORD-488712,BIZ-1024,4,4,2025-10-28,378000.0,36,10500.0,Bank Transfer,Delivered
ORD-147936,BIZ-1003,3,5,2025-10-10,176400.0,18,9800.0,Cash,Cancelled
ORD-332022,BIZ-1049,3,3,2025-10-17,352800.0,36,9800.0,Bank Transfer,Delivered
ORD-117007,BIZ-1031,2,4,2025-10-23,60000.0,6,10000.0,Cash,Pending
ORD-712401,BIZ-1022,1,2,2025-10-08,63000.0,6,10500.0,Bank Transfer,Cancelled
ORD-537862,BIZ-1025,2,3,2025-10-18,313500.0,33,9500.0,Bank Transfer,Delivered
ORD-305721,BIZ-1013,2,5,2025-10-09,370500.0,39,9500.0,POS,Cancelled
ORD-498290,BIZ-1052,4,2,2025-10-10,245000.0,25,9800.0,Bank Transfer,Delivered
ORD-357666,BIZ-1006,2,3,2025-10-18,117600.0,12,9800.0,Cash,Pending
ORD-786406,BIZ-1057,4,5,2025-10-15,361000.0,38,9500.0,POS,Delivered
ORD-453961,BIZ-1026,4,2,2025-10-29,220500.0,21,10500.0,Cash,Delivered
ORD-961501,BIZ-1023,2,5,2025-10-08,252000.0,24,10500.0,Bank Transfer,Cancelled
ORD-858705,BIZ-1036,3,2,2025-10-15,370500.0,39,9500.0,Cash,Cancelled
ORD-614426,BIZ-1028,2,4,2025-10-20,250000.0,25,10000.0,POS,Delivered
ORD-868367,BIZ-1029,3,3,2025-10-14,304500.0,29,10500.0,Cash,Pending
ORD-277487,BIZ-1056,2,2,2025-10-24,58800.0,6,9800.0,Bank Transfer,Pending
ORD-673095,BIZ-1020,3,5,2025-10-05,220500.0,21,10500.0,Bank Transfer,Pending
ORD-668471,BIZ-1003,2,3,2025-10-15,325500.0,31,10500.0,Bank Transfer,Delivered
ORD-161585,BIZ-1047,2,3,2025-10-30,161500.0,17,9500.0,POS,Cancelled
ORD-979827,BIZ-1016,4,1,2025-10-16,360000.0,36,10000.0,Bank Transfer,Cancelled
ORD-957730,BIZ-1008,1,4,2025-10-26,126000.0,12,10500.0,Cash,Delivered
ORD-901467,BIZ-1024,3,4,2025-10-21,200000.0,20,10000.0,Bank Transfer,Delivered
ORD-244170,BIZ-1042,4,5,2025-10-01,333200.0,34,9800.0,Cash,Pending
ORD-342675,BIZ-1013,1,5,2025-10-26,90000.0,9,10000.0,Cash,Delivered
ORD-258366,BIZ-1021,2,2,2025-10-03,63000.0,6,10500.0,Cash,Pending
ORD-630299,BIZ-1039,3,4,2025-10-01,362600.0,37,9800.0,POS,Cancelled
ORD-163386,BIZ-1016,3,3,2025-10-14,392000.0,40,9800.0,Bank Transfer,Pending
ORD-799143,BIZ-1019,4,3,2025-10-19,104500.0,11,9500.0,POS,Pending
ORD-606676,BIZ-1025,2,2,2025-10-29,95000.0,10,9500.0,POS,Delivered
ORD-116495,BIZ-1047,4,3,2025-10-20,10500.0,1,10500.0,Bank Transfer,Delivered
ORD-678440,BIZ-1052,2,5,2025-10-01,137200.0,14,9800.0,POS,Pending
ORD-117538,BIZ-1011,4,1,2025-10-13,245000.0,25,9800.0,POS,Delivered
ORD-388086,BIZ-1020,4,2,2025-10-16,186200.0,19,9800.0,Cash,Delivered
